"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","4825 Douglas Dr"
"Comments:","In front of Community Center"
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","07/22/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Northbound Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-71 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
07/25/2025 12:00 - 12:59,0,0,1,21,105,85,25,0,0,0,0,0,0,0,0,237,35.9,40.3
07/25/2025 13:00 - 13:59,1,3,6,24,132,84,11,1,1,0,0,0,0,0,0,263,34.7,39.4
07/25/2025 14:00 - 14:59,0,0,5,24,114,115,26,1,0,0,0,0,0,0,0,285,35.9,40.3
07/25/2025 15:00 - 15:59,0,0,1,14,130,129,18,2,1,0,0,0,0,0,0,295,36.2,40.1
07/25/2025 16:00 - 16:59,1,0,0,23,149,113,32,4,0,0,0,0,0,0,0,322,36.0,40.4
07/25/2025 17:00 - 17:59,0,0,2,20,125,144,29,2,0,0,0,0,0,0,0,322,36.4,40.4
07/25/2025 18:00 - 18:59,1,1,1,18,100,95,8,1,1,0,0,0,0,0,0,226,35.5,39.7
07/25/2025 19:00 - 19:59,0,1,1,26,93,78,8,6,0,0,0,0,0,0,0,213,35.4,39.8
07/25/2025 20:00 - 20:59,1,1,4,11,61,58,11,1,0,0,0,0,0,0,0,148,35.4,40.1
07/25/2025 21:00 - 21:59,0,2,6,25,60,38,2,0,0,0,0,0,0,0,0,133,33.5,38.6
07/25/2025 22:00 - 22:59,0,2,2,23,53,36,5,0,1,0,0,0,0,0,0,122,34.2,39.2
07/25/2025 23:00 - 23:59,1,1,2,10,31,18,3,1,0,0,0,0,0,0,0,67,33.9,39.2
07/26/2025 00:00 - 00:59,0,0,0,7,13,9,1,1,0,0,0,0,0,0,0,31,34.5,39.3
07/26/2025 01:00 - 01:59,0,0,0,4,13,8,0,1,0,0,0,0,0,0,0,26,34.8,38.9
07/26/2025 02:00 - 02:59,0,0,1,0,4,9,2,0,0,0,0,0,0,0,0,16,36.9,40.5
07/26/2025 03:00 - 03:59,0,0,0,2,5,2,1,0,0,0,0,0,0,0,0,10,34.4,38.5
07/26/2025 04:00 - 04:59,0,0,0,2,4,3,2,0,0,0,0,0,0,0,0,11,35.7,40.6
07/26/2025 05:00 - 05:59,0,0,2,1,7,1,3,2,0,0,0,0,0,0,0,16,35.9,44.5
07/26/2025 06:00 - 06:59,0,0,2,2,14,20,4,0,0,0,0,0,0,0,0,42,36.1,40.3
07/26/2025 07:00 - 07:59,0,0,2,13,30,26,5,0,1,0,0,0,0,0,0,77,35.0,39.8
07/26/2025 08:00 - 08:59,0,1,0,8,64,54,10,1,0,0,0,0,0,0,0,138,35.9,40.1
07/26/2025 09:00 - 09:59,0,3,0,13,85,82,16,2,0,0,0,0,0,0,0,201,35.9,40.2
07/26/2025 10:00 - 10:59,1,3,2,47,118,88,20,2,0,0,0,0,0,0,0,281,34.7,39.8
07/26/2025 11:00 - 11:59,2,1,4,23,144,83,13,1,0,0,0,0,0,0,0,271,34.8,39.4
07/26/2025 12:00 - 12:59,3,2,3,20,117,88,19,1,0,0,0,0,0,0,0,253,35.1,40.0
07/26/2025 13:00 - 13:59,0,1,5,18,135,94,13,1,0,0,0,0,0,0,0,267,35.2,39.6
07/26/2025 14:00 - 14:59,1,3,2,20,88,92,17,3,2,1,0,0,0,0,0,229,35.9,40.4
07/26/2025 15:00 - 15:59,1,0,5,26,96,111,20,1,2,0,0,0,0,0,0,262,35.8,40.2
07/26/2025 16:00 - 16:59,0,1,1,23,101,94,15,3,0,0,0,0,0,0,0,238,35.7,40.0
07/26/2025 17:00 - 17:59,0,1,4,36,104,93,24,2,1,0,0,0,0,0,0,265,35.5,40.3
07/26/2025 18:00 - 18:59,0,0,0,29,77,76,30,3,0,1,0,0,0,0,0,216,36.3,41.2
07/26/2025 19:00 - 19:59,1,0,1,14,79,53,23,4,0,0,0,0,0,0,0,175,36.1,41.1
07/26/2025 20:00 - 20:59,0,2,4,34,66,50,8,0,0,0,0,0,0,0,0,164,34.0,39.3
07/26/2025 21:00 - 21:59,3,3,9,20,79,38,3,0,0,0,0,0,0,0,0,155,32.9,38.3
