"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","4848 Nevada Ave N"
"Comments:",""
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","06/24/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Total Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-71 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
06/27/2025 03:00 - 03:59,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16.8,19.4
06/27/2025 04:00 - 04:59,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,19.2,19.0
06/27/2025 05:00 - 05:59,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,13,20.4,23.5
06/27/2025 06:00 - 06:59,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,20,19.0,21.6
06/27/2025 07:00 - 07:59,3,23,10,0,0,0,0,0,0,0,0,0,0,0,0,36,19.2,23.0
06/27/2025 08:00 - 08:59,7,22,7,0,0,0,0,0,0,0,0,0,0,0,0,36,17.9,21.8
06/27/2025 09:00 - 09:59,3,28,12,0,0,0,0,0,0,0,0,0,0,0,0,43,19.3,23.1
06/27/2025 10:00 - 10:59,5,21,12,1,0,0,0,0,0,0,0,0,0,0,0,39,19.2,23.8
06/27/2025 11:00 - 11:59,3,34,6,0,0,0,0,0,0,0,0,0,0,0,0,43,18.6,20.9
06/27/2025 12:00 - 12:59,5,23,8,0,0,0,0,0,0,0,0,0,0,0,0,36,18.5,22.3
06/27/2025 13:00 - 13:59,5,39,19,1,0,0,0,0,0,0,0,0,0,0,0,64,19.5,23.6
06/27/2025 14:00 - 14:59,5,34,23,1,0,0,0,0,0,0,0,0,0,0,0,63,19.8,24.1
06/27/2025 15:00 - 15:59,7,25,20,1,0,0,0,0,0,0,0,0,0,0,0,53,19.5,24.1
06/27/2025 16:00 - 16:59,15,42,14,1,0,0,0,0,0,0,0,0,0,0,0,72,17.9,22.3
06/27/2025 17:00 - 17:59,10,30,7,0,0,0,0,0,0,0,0,0,0,0,0,47,17.5,20.9
06/27/2025 18:00 - 18:59,5,32,11,0,0,0,0,0,0,0,0,0,0,0,0,48,18.8,22.5
06/27/2025 19:00 - 19:59,7,22,10,0,0,0,0,0,0,0,0,0,0,0,0,39,18.3,22.8
06/27/2025 20:00 - 20:59,3,20,15,1,0,0,0,0,0,0,0,0,0,0,0,39,20.0,24.2
06/27/2025 21:00 - 21:59,1,14,8,0,0,0,0,0,0,0,0,0,0,0,0,23,19.9,23.5
06/27/2025 22:00 - 22:59,4,16,3,0,0,0,0,0,0,0,0,0,0,0,0,23,17.7,20.7
06/27/2025 23:00 - 23:59,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,13,18.5,23.6
06/28/2025 00:00 - 00:59,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,10,20.3,26.0
06/28/2025 01:00 - 01:59,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17.0,19.6
06/28/2025 02:00 - 02:59,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14.5,18.3
06/28/2025 03:00 - 03:59,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,20.8,23.7
06/28/2025 04:00 - 04:59,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,18.8,23.3
06/28/2025 05:00 - 05:59,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,12,20.5,23.7
06/28/2025 06:00 - 06:59,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,10,18.6,21.0
06/28/2025 07:00 - 07:59,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,10,18.6,21.0
06/28/2025 08:00 - 08:59,3,18,7,0,0,0,0,0,0,0,0,0,0,0,0,28,18.9,22.6
06/28/2025 09:00 - 09:59,3,14,14,1,0,0,0,0,0,0,0,0,0,0,0,32,20.2,24.5
06/28/2025 10:00 - 10:59,1,23,17,0,0,0,0,0,0,0,0,0,0,0,0,41,20.3,24.0
06/28/2025 11:00 - 11:59,7,27,18,0,0,0,0,0,0,0,0,0,0,0,0,52,19.1,23.7
06/28/2025 12:00 - 12:59,5,15,10,0,0,0,0,0,0,0,0,0,0,0,0,30,18.8,23.5
06/28/2025 13:00 - 13:59,6,36,11,1,0,0,0,0,0,0,0,0,0,0,0,54,18.8,22.5
06/28/2025 14:00 - 14:59,4,27,14,0,0,0,0,0,0,0,0,0,0,0,0,45,19.3,23.4
06/28/2025 15:00 - 15:59,2,35,15,0,0,0,0,0,0,0,0,0,0,0,0,52,19.6,23.2
06/28/2025 16:00 - 16:59,9,45,9,0,0,0,0,0,0,0,0,0,0,0,0,63,18.0,20.9
06/28/2025 17:00 - 17:59,4,33,17,0,0,0,0,0,0,0,0,0,0,0,0,54,19.5,23.5
06/28/2025 18:00 - 18:59,3,26,9,0,0,0,0,0,0,0,0,0,0,0,0,38,19.0,22.6
06/28/2025 19:00 - 19:59,6,17,10,0,0,0,0,0,0,0,0,0,0,0,0,33,18.5,23.3
06/28/2025 20:00 - 20:59,3,16,9,1,0,0,0,0,0,0,0,0,0,0,0,29,19.5,23.9
06/28/2025 21:00 - 21:59,1,16,5,0,1,0,0,0,0,0,0,0,0,0,0,23,19.8,23.0
06/28/2025 22:00 - 22:59,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0,18,18.2,20.6
06/28/2025 23:00 - 23:59,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,8,19.8,21.8
06/29/2025 00:00 - 00:59,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16.3,19.2
06/29/2025 01:00 - 01:59,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,7,16.9,20.3
06/29/2025 02:00 - 02:59,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,18.8,22.9
06/29/2025 03:00 - 03:59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,17.8
06/29/2025 04:00 - 04:59,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,17.0,21.3
06/29/2025 05:00 - 05:59,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,20.8,23.7
06/29/2025 06:00 - 06:59,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,9,18.7,21.4
06/29/2025 07:00 - 07:59,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,20.6,23.4
06/29/2025 08:00 - 08:59,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,10,17.3,20.3
06/29/2025 09:00 - 09:59,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,25,20.6,24.2
06/29/2025 10:00 - 10:59,2,26,16,2,0,0,0,0,0,0,0,0,0,0,0,46,20.3,24.3
